Date	Time	Temperature
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	32
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	31
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	31
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:28:00	32
28-03-2017	20:29:00	32
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	32
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:29:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	32
28-03-2017	20:30:00	31
28-03-2017	20:30:00	32
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	31
28-03-2017	20:30:00	32
28-03-2017	20:30:00	32
28-03-2017	20:30:00	32
28-03-2017	20:30:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	33
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	32
28-03-2017	20:31:00	33
28-03-2017	20:31:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:32:00	33
28-03-2017	20:32:00	33
28-03-2017	20:32:00	32
28-03-2017	20:33:00	33
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:33:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:34:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:35:00	32
28-03-2017	20:36:00	31
28-03-2017	20:36:00	32
28-03-2017	20:36:00	32
28-03-2017	20:36:00	31
28-03-2017	20:36:00	32
28-03-2017	20:36:00	31
28-03-2017	20:36:00	32
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:36:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	31
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	31
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:37:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	31
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:38:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:39:00	32
28-03-2017	20:40:00	32
28-03-2017	20:40:00	32
